Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"L2973169", 12.47, 1,    7219.17,  -44.9,    1.0027, 0, 0, 0, 0, 0, 0, 0, 0
"M1026953", 12.47, 2,    7323.74, -167.1,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0
"Q14734", 12.47, 1,    7422.37,  -41.6,    1.0309, 2,    7440.92, -163.0,    1.0335, 3,    7499.77,   81.2,    1.0417
"L3197631", 12.47, 1,    7383.86,  -44.3,    1.0256, 0, 0, 0, 0, 0, 0, 0, 0
"L2748127", 12.47, 1,    7383.79,  -44.3,    1.0256, 0, 0, 0, 0, 0, 0, 0, 0
"M1209814", 12.47, 1,    7535.01,  -34.7,    1.0466, 2,    7523.58, -154.5,     1.045, 3,    7553.09,   85.8,    1.0491
"M1209811", 12.47, 1,    7521.81,  -34.8,    1.0448, 2,    7512.01, -154.6,    1.0434, 3,    7548.75,   85.6,    1.0485
"L2729408", 12.47, 2,    7343.87, -167.1,      1.02, 0, 0, 0, 0, 0, 0, 0, 0
"L3048228", 12.47, 3,     7313.1,   81.4,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0
"L2991940", 12.47, 3,       7313,   81.4,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0
"M1108395", 12.47, 1,    6862.39,  -40.5,   0.95317, 2,    7044.76, -161.5,    0.9785, 3,       7447,   81.7,    1.0344
"L2728247", 12.47, 1,     6862.3,  -40.5,   0.95316, 2,    7044.54, -161.5,   0.97847, 3,    7446.96,   81.7,    1.0344
"L2804271", 12.47, 2,    7277.34, -165.3,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0
"L2916234", 12.47, 1,    7179.93,  -44.7,   0.99727, 0, 0, 0, 0, 0, 0, 0, 0
"L2673316", 12.47, 1,    7012.66,  -39.7,   0.97404, 0, 0, 0, 0, 0, 0, 0, 0
"N1138607", 12.47, 1,    7336.79,  -44.3,    1.0191, 2,    7226.01, -166.9,    1.0037, 3,    7271.37,   78.8,      1.01
"L3159448", 12.47, 1,    7337.41,  -44.3,    1.0191, 2,    7225.62, -166.9,    1.0036, 3,    7269.33,   78.8,    1.0097
"L3048890", 12.47, 3,    7382.71,   84.8,    1.0254, 0, 0, 0, 0, 0, 0, 0, 0
"M1166402", 12.47, 3,    7381.61,   84.8,    1.0253, 0, 0, 0, 0, 0, 0, 0, 0
"L3010563", 12.47, 1,    7224.45,  -44.9,    1.0035, 0, 0, 0, 0, 0, 0, 0, 0
"L2841623", 12.47, 1,    7224.39,  -44.9,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"M1125940", 12.47, 2,    7205.32, -159.0,    1.0008, 0, 0, 0, 0, 0, 0, 0, 0
"L2991908", 12.47, 1,    7364.83,  -44.2,     1.023, 0, 0, 0, 0, 0, 0, 0, 0
"L3178973", 12.47, 1,    7364.66,  -44.2,    1.0229, 0, 0, 0, 0, 0, 0, 0, 0
"M1047826", 12.47, 2,    7129.33, -167.1,   0.99025, 0, 0, 0, 0, 0, 0, 0, 0
"M1047767", 12.47, 2,    7194.45, -167.0,   0.99929, 0, 0, 0, 0, 0, 0, 0, 0
"L2879068", 12.47, 2,    7188.38, -167.0,   0.99845, 0, 0, 0, 0, 0, 0, 0, 0
"L3066819", 12.47, 1,    7225.37,  -40.8,    1.0036, 0, 0, 0, 0, 0, 0, 0, 0
"L3104853", 12.47, 3,    7456.25,   82.4,    1.0357, 0, 0, 0, 0, 0, 0, 0, 0
"221-311359", 12.47, 1,    7356.53,  -36.4,    1.0218, 2,    7373.38, -156.5,    1.0241, 3,    7499.02,   84.2,    1.0416
"L3234149", 12.47, 1,     7356.2,  -36.4,    1.0218, 2,    7372.98, -156.5,    1.0241, 3,     7498.6,   84.2,    1.0415
"N1139537", 12.47, 1,    7265.44,  -40.8,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0
"L2673346", 12.47, 1,    7226.01,  -40.8,    1.0037, 2,    7166.45, -161.8,    0.9954, 3,    7408.45,   79.9,     1.029
"L3254210", 12.47, 3,    7427.08,   80.1,    1.0316, 0, 0, 0, 0, 0, 0, 0, 0
"L2955005", 12.47, 2,    7102.03, -160.9,   0.98645, 0, 0, 0, 0, 0, 0, 0, 0
"M1108372", 12.47, 2,    7101.86, -160.9,   0.98643, 0, 0, 0, 0, 0, 0, 0, 0
"L2936268", 12.47, 3,    7522.24,   84.8,    1.0448, 0, 0, 0, 0, 0, 0, 0, 0
"L2688692", 12.47, 1,    7066.75,  -39.4,   0.98155, 2,    7056.68, -159.9,   0.98015, 3,    7339.44,   81.1,    1.0194
"M1108286", 12.47, 1,    7065.98,  -39.4,   0.98145, 2,    7055.86, -159.9,   0.98004, 3,    7338.84,   81.1,    1.0193
"L2804247", 12.47, 2,    6977.95, -162.1,   0.96922, 0, 0, 0, 0, 0, 0, 0, 0
"M1047744", 12.47, 1,    7343.87,  -44.1,      1.02, 0, 0, 0, 0, 0, 0, 0, 0
"L3178971", 12.47, 1,    7343.87,  -44.1,      1.02, 0, 0, 0, 0, 0, 0, 0, 0
"L3728040", 12.47, 1,     7355.3,  -44.5,    1.0216, 0, 0, 0, 0, 0, 0, 0, 0
"L3728041", 12.47, 1,    7355.23,  -44.5,    1.0216, 0, 0, 0, 0, 0, 0, 0, 0
"M1069509", 12.47, 1,    7223.81,  -43.2,    1.0034, 2,    7319.59, -165.2,    1.0167, 3,    7507.19,   80.2,    1.0427
"L2766738", 12.47, 1,    7218.17,  -43.2,    1.0026, 2,    7317.52, -165.3,    1.0164, 3,    7506.43,   80.2,    1.0426
"L3104128", 12.47, 1,     7029.2,  -39.6,   0.97634, 0, 0, 0, 0, 0, 0, 0, 0
"L2673315", 12.47, 1,     7028.4,  -39.6,   0.97623, 0, 0, 0, 0, 0, 0, 0, 0
"L3047289", 12.47, 1,    7030.19,  -39.6,   0.97647, 2,    7017.45, -160.0,   0.97471, 3,    7310.52,   81.0,    1.0154
"L2785516", 12.47, 2,    7420.93, -160.5,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L3048963", 12.47, 2,    7205.26, -159.0,    1.0008, 0, 0, 0, 0, 0, 0, 0, 0
"D5799561-2_INT", 12.47, 1,    7171.29,  -38.5,   0.99607, 2,    7224.94, -158.8,    1.0035, 3,    7460.12,   82.5,    1.0362
"M1069199", 12.47, 3,    7420.79,   80.4,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L2785525", 12.47, 3,    7420.66,   80.4,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L3198356", 12.47, 3,    7337.57,   81.4,    1.0192, 0, 0, 0, 0, 0, 0, 0, 0
"L3197641", 12.47, 1,    7320.42,  -44.5,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"L2973161", 12.47, 1,    7320.09,  -44.5,    1.0167, 0, 0, 0, 0, 0, 0, 0, 0
"E183493", 12.47, 1,    7169.15,  -38.9,   0.99578, 2,    7178.78, -159.3,   0.99711, 3,    7426.58,   81.7,    1.0315
"M1125902", 12.47, 1,    7169.36,  -38.9,   0.99581, 2,     7176.3, -159.3,   0.99677, 3,    7424.41,   81.7,    1.0312
"L3085402", 12.47, 1,    7151.34,  -40.7,    0.9933, 0, 0, 0, 0, 0, 0, 0, 0
"M1026394", 12.47, 1,     7151.2,  -40.7,   0.99328, 0, 0, 0, 0, 0, 0, 0, 0
"M1047768", 12.47, 2,    7195.01, -167.0,   0.99937, 0, 0, 0, 0, 0, 0, 0, 0
"P827554", 12.47, 2,    7194.75, -167.0,   0.99933, 0, 0, 0, 0, 0, 0, 0, 0
"L2991909", 12.47, 1,       7287,  -44.9,    1.0121, 0, 0, 0, 0, 0, 0, 0, 0
"M1026736", 12.47, 2,    7122.87, -167.2,   0.98935, 0, 0, 0, 0, 0, 0, 0, 0
"M1026986", 12.47, 1,    7214.78,  -45.0,    1.0021, 2,    7316.31, -167.1,    1.0162, 3,    7335.43,   79.4,    1.0189
"M1026997", 12.47, 1,    7211.05,  -45.0,    1.0016, 2,    7314.01, -167.1,    1.0159, 3,    7331.44,   79.4,    1.0183
"M4118755", 12.47, 1,    7448.35,  -35.6,    1.0346, 0, 0, 0, 0, 0, 0, 0, 0
"M1026978", 12.47, 1,     7218.4,  -44.9,    1.0026, 2,    7318.55, -167.1,    1.0165, 3,    7339.29,   79.4,    1.0194
"M1026979", 12.47, 1,    7218.29,  -44.9,    1.0026, 2,    7318.47, -167.1,    1.0165, 3,    7339.17,   79.4,    1.0194
"L3082981", 12.47, 3,    7276.02,   81.3,    1.0106, 0, 0, 0, 0, 0, 0, 0, 0
"L3235275", 12.47, 1,    7176.01,  -40.7,   0.99673, 2,    7093.16, -161.9,   0.98522, 3,    7409.27,   79.9,    1.0291
"M1026347", 12.47, 1,    7171.69,  -40.7,   0.99613, 2,    7087.54, -161.9,   0.98444, 3,    7410.41,   79.9,    1.0293
"L2915534", 12.47, 1,    7335.72,  -44.3,    1.0189, 0, 0, 0, 0, 0, 0, 0, 0
"L2710519", 12.47, 1,    7225.75,  -40.8,    1.0036, 0, 0, 0, 0, 0, 0, 0, 0
"M1026820", 12.47, 1,    7306.99,  -44.8,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0
"L3141403", 12.47, 1,    7305.87,  -44.8,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"L3197633", 12.47, 1,    7345.87,  -44.1,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0
"M1069500", 12.47, 1,    7122.65,  -43.8,   0.98932, 2,    7260.04, -165.8,    1.0084, 3,    7468.19,   79.9,    1.0373
"M1069382", 12.47, 1,    7332.64,  -44.3,    1.0185, 2,    7232.34, -167.0,    1.0046, 3,    7286.26,   78.9,     1.012
"N1147866", 12.47, 1,    7221.56,  -44.7,    1.0031, 0, 0, 0, 0, 0, 0, 0, 0
"L2710537", 12.47, 2,    6983.03, -162.1,   0.96992, 0, 0, 0, 0, 0, 0, 0, 0
"M1026935", 12.47, 2,    7322.86, -167.1,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0
"M1108364", 12.47, 3,    7304.48,   81.4,    1.0146, 0, 0, 0, 0, 0, 0, 0, 0
"L2897789", 12.47, 2,    7226.74, -165.5,    1.0038, 0, 0, 0, 0, 0, 0, 0, 0
"M1026466", 12.47, 2,    7182.79, -161.7,   0.99767, 0, 0, 0, 0, 0, 0, 0, 0
"L3160878", 12.47, 3,    7394.73,   81.5,    1.0271, 0, 0, 0, 0, 0, 0, 0, 0
"L2917336", 12.47, 3,    7394.42,   81.5,    1.0271, 0, 0, 0, 0, 0, 0, 0, 0
"M1026977", 12.47, 1,    7219.87,  -44.9,    1.0028, 2,    7319.52, -167.1,    1.0167, 3,    7340.84,   79.4,    1.0196
"P895082", 12.47, 2,     7435.8, -163.0,    1.0328, 0, 0, 0, 0, 0, 0, 0, 0
"L3214112", 12.47, 2,    7130.07, -167.2,   0.99035, 0, 0, 0, 0, 0, 0, 0, 0
"L3160104", 12.47, 2,    7128.24, -167.2,   0.99009, 0, 0, 0, 0, 0, 0, 0, 0
"L2973144", 12.47, 3,       7417,   80.4,    1.0302, 0, 0, 0, 0, 0, 0, 0, 0
"L2748152", 12.47, 2,    7318.39, -167.1,    1.0165, 0, 0, 0, 0, 0, 0, 0, 0
"M1108387", 12.47, 1,    6862.89,  -40.5,   0.95324, 2,    7045.44, -161.5,   0.97859, 3,    7447.45,   81.7,    1.0344
"L2955055", 12.47, 2,    7181.27, -159.2,   0.99746, 0, 0, 0, 0, 0, 0, 0, 0
"L2991907", 12.47, 1,    7388.34,  -40.3,    1.0262, 0, 0, 0, 0, 0, 0, 0, 0
"M1047812", 12.47, 2,     7153.1, -167.1,   0.99355, 0, 0, 0, 0, 0, 0, 0, 0
"M4350438", 12.47, 2,     7152.3, -167.1,   0.99344, 0, 0, 0, 0, 0, 0, 0, 0
"N1142103", 12.47, 1,    6797.91,  -41.2,   0.94421, 2,     7031.3, -162.4,   0.97663, 3,    7453.92,   81.4,    1.0353
"L3104830", 12.47, 1,    6796.62,  -41.2,   0.94403, 2,    7030.65, -162.4,   0.97654, 3,    7453.89,   81.4,    1.0353
"L3197626", 12.47, 3,    7290.36,   81.3,    1.0126, 0, 0, 0, 0, 0, 0, 0, 0
"M1047483", 12.47, 1,    7357.91,  -44.4,     1.022, 2,    7336.78, -166.6,    1.0191, 3,    7323.35,   79.3,    1.0172
"M4277837", 12.47, 1,    7336.84,  -44.3,    1.0191, 2,    7251.98, -166.9,    1.0073, 3,    7292.92,   78.9,     1.013
"L3160102", 12.47, 1,    7273.34,  -44.9,    1.0102, 2,    7329.94, -167.1,    1.0181, 3,    7372.75,   79.5,    1.0241
"P827514", 12.47, 1,    7270.96,  -44.9,    1.0099, 2,    7325.61, -167.1,    1.0175, 3,    7372.05,   79.5,     1.024
"L3160793", 12.47, 3,    7455.65,   81.8,    1.0356, 0, 0, 0, 0, 0, 0, 0, 0
"N1147860", 12.47, 3,    7368.55,   79.5,    1.0235, 0, 0, 0, 0, 0, 0, 0, 0
"L3177881", 12.47, 3,    7368.51,   79.5,    1.0235, 0, 0, 0, 0, 0, 0, 0, 0
"D5835167-6_INT", 12.47, 1,    7219.25,  -44.7,    1.0027, 2,    7392.29, -166.3,    1.0268, 3,    7255.56,   79.7,    1.0078
"Q14414", 12.47, 1,    7219.24,  -44.7,    1.0027, 2,    7392.29, -166.3,    1.0268, 3,    7255.55,   79.7,    1.0078
"L3048221", 12.47, 1,    7219.38,  -44.7,    1.0028, 2,    7392.33, -166.3,    1.0268, 3,    7256.58,   79.7,    1.0079
"L2748128", 12.47, 3,    7276.53,   81.3,    1.0107, 0, 0, 0, 0, 0, 0, 0, 0
"L2913406", 12.47, 2,    7137.32, -167.2,   0.99136, 0, 0, 0, 0, 0, 0, 0, 0
"M1069563", 12.47, 1,    7223.39,  -43.1,    1.0033, 0, 0, 0, 0, 0, 0, 0, 0
"N1136360", 12.47, 1,    7223.35,  -43.1,    1.0033, 0, 0, 0, 0, 0, 0, 0, 0
"M1166366", 12.47, 1,    7286.46,  -37.2,    1.0121, 2,    7322.53, -157.4,    1.0171, 3,    7489.52,   83.6,    1.0403
"196-29518", 12.47, 1,    7270.71,  -44.9,    1.0099, 2,    7341.34, -167.1,    1.0197, 3,    7370.01,   79.5,    1.0237
"L2805035", 12.47, 1,    7259.56,  -37.5,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0
"M1026713", 12.47, 1,    7221.26,  -44.7,     1.003, 0, 0, 0, 0, 0, 0, 0, 0
"L2991922", 12.47, 1,    7271.48,  -40.8,      1.01, 2,    7217.23, -161.7,    1.0025, 3,    7420.92,   79.9,    1.0307
"L3104145", 12.47, 2,    7251.52, -165.4,    1.0072, 0, 0, 0, 0, 0, 0, 0, 0
"M1027013", 12.47, 1,     7195.4,  -45.0,   0.99942, 2,    7308.65, -167.1,    1.0152, 3,    7318.64,   79.4,    1.0165
"L3649298", 12.47, 1,     7369.2,  -44.6,    1.0236, 0, 0, 0, 0, 0, 0, 0, 0
"M1047388", 12.47, 2,    7200.48, -161.7,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"L3048211", 12.47, 1,    7253.51,  -40.8,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"L2766725", 12.47, 3,    7331.96,   79.6,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0
"L2673311", 12.47, 1,    7293.61,  -44.9,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0
"L3008279", 12.47, 1,    7121.76,  -43.8,   0.98919, 0, 0, 0, 0, 0, 0, 0, 0
"L2785537", 12.47, 1,    7121.63,  -43.8,   0.98918, 0, 0, 0, 0, 0, 0, 0, 0
"P827498", 12.47, 1,    7347.08,  -42.2,    1.0205, 0, 0, 0, 0, 0, 0, 0, 0
"N1136032", 12.47, 1,    7346.91,  -42.2,    1.0205, 0, 0, 0, 0, 0, 0, 0, 0
"M1009834", 12.47, 2,    7256.11, -167.3,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0
"221-240991", 12.47, 1,    7218.54,  -44.7,    1.0026, 0, 0, 0, 0, 0, 0, 0, 0
"L3066817", 12.47, 1,    7217.98,  -44.7,    1.0026, 0, 0, 0, 0, 0, 0, 0, 0
"L2673319", 12.47, 1,    7218.52,  -44.7,    1.0026, 2,    7392.09, -166.3,    1.0267, 3,    7250.82,   79.7,    1.0071
"N1136993", 12.47, 1,    7414.57,  -44.4,    1.0299, 0, 0, 0, 0, 0, 0, 0, 0
"L3104121", 12.47, 1,    7374.77,  -40.3,    1.0243, 0, 0, 0, 0, 0, 0, 0, 0
"L3104113", 12.47, 1,    7374.72,  -40.3,    1.0243, 0, 0, 0, 0, 0, 0, 0, 0
"L3104856", 12.47, 1,    7259.76,  -37.5,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"L2785518", 12.47, 3,    7415.21,   80.4,      1.03, 0, 0, 0, 0, 0, 0, 0, 0
"M1108393", 12.47, 1,    6862.58,  -40.5,   0.95319, 0, 0, 0, 0, 0, 0, 0, 0
"M1069494", 12.47, 3,    7302.69,   79.2,    1.0143, 0, 0, 0, 0, 0, 0, 0, 0
"L2745806", 12.47, 3,    7302.57,   79.2,    1.0143, 0, 0, 0, 0, 0, 0, 0, 0
"193-48013", 12.47, 1,    7335.72,  -44.3,    1.0189, 0, 0, 0, 0, 0, 0, 0, 0
"L3157710", 12.47, 2,    7174.54, -167.0,   0.99652, 0, 0, 0, 0, 0, 0, 0, 0
"M1089176", 12.47, 3,    7260.37,   81.3,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"M1089179", 12.47, 3,    7259.69,   81.3,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"M1108257", 12.47, 2,    7414.12, -160.5,    1.0298, 0, 0, 0, 0, 0, 0, 0, 0
"M1108340", 12.47, 3,    7346.59,   81.4,    1.0204, 0, 0, 0, 0, 0, 0, 0, 0
"L2916605", 12.47, 3,    7346.57,   81.4,    1.0204, 0, 0, 0, 0, 0, 0, 0, 0
"196-29521", 12.47, 2,    7306.54, -165.3,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0
"L2804245", 12.47, 2,    7252.66, -167.3,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0
"N1140527", 12.47, 3,    7405.97,   79.5,    1.0287, 0, 0, 0, 0, 0, 0, 0, 0
"L3254915", 12.47, 2,    7205.22, -159.0,    1.0008, 0, 0, 0, 0, 0, 0, 0, 0
"L3727708", 12.47, 1,    7359.21,  -44.4,    1.0222, 0, 0, 0, 0, 0, 0, 0, 0
"L3160105", 12.47, 3,    7399.03,   80.4,    1.0277, 0, 0, 0, 0, 0, 0, 0, 0
"L3235251", 12.47, 3,    7398.94,   80.4,    1.0277, 0, 0, 0, 0, 0, 0, 0, 0
"M1142798", 12.47, 2,    7196.43, -159.0,   0.99957, 0, 0, 0, 0, 0, 0, 0, 0
"M1142801", 12.47, 2,    7196.28, -159.0,   0.99954, 0, 0, 0, 0, 0, 0, 0, 0
"M1010016", 12.47, 1,    7146.56,  -45.1,   0.99264, 0, 0, 0, 0, 0, 0, 0, 0
"L3251807", 12.47, 1,    7146.32,  -45.1,    0.9926, 0, 0, 0, 0, 0, 0, 0, 0
"L2992657", 12.47, 1,    7163.69,  -38.7,   0.99502, 0, 0, 0, 0, 0, 0, 0, 0
"M1069597", 12.47, 2,    7223.05, -165.5,    1.0033, 0, 0, 0, 0, 0, 0, 0, 0
"L3197653", 12.47, 2,    7222.86, -165.5,    1.0032, 0, 0, 0, 0, 0, 0, 0, 0
"L2991929", 12.47, 2,    7239.02, -165.4,    1.0055, 0, 0, 0, 0, 0, 0, 0, 0
"M3949154", 12.47, 1,    7356.11,  -44.5,    1.0217, 0, 0, 0, 0, 0, 0, 0, 0
"L2895449", 12.47, 1,    7380.32,  -44.3,    1.0251, 2,    7316.36, -166.7,    1.0162, 3,    7426.78,   79.6,    1.0316
"M1069463", 12.47, 2,    7298.98, -166.7,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"L3086074", 12.47, 3,    7455.52,   82.4,    1.0356, 0, 0, 0, 0, 0, 0, 0, 0
"N1138595", 12.47, 2,    7227.01, -167.0,    1.0038, 0, 0, 0, 0, 0, 0, 0, 0
"M3036167", 12.47, 2,    7216.08, -167.0,    1.0023, 0, 0, 0, 0, 0, 0, 0, 0
"L3143999", 12.47, 1,    7335.95,  -44.3,    1.0189, 2,    7226.53, -166.9,    1.0037, 3,    7274.08,   78.8,    1.0104
"M1069451", 12.47, 3,    7258.53,   81.3,    1.0082, 0, 0, 0, 0, 0, 0, 0, 0
"L3160115", 12.47, 2,    7275.28, -165.4,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0
"L2935567", 12.47, 2,    7275.16, -165.4,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0
"L3253570", 12.47, 3,    7434.03,   84.9,    1.0326, 0, 0, 0, 0, 0, 0, 0, 0
"N1137989", 12.47, 3,    7437.62,   79.6,    1.0331, 0, 0, 0, 0, 0, 0, 0, 0
"L3122814", 12.47, 3,    7437.57,   79.6,    1.0331, 0, 0, 0, 0, 0, 0, 0, 0
"L2935556", 12.47, 2,    7322.69, -167.1,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0
"M1009651", 12.47, 1,    7218.52,  -44.7,    1.0026, 2,    7391.98, -166.3,    1.0267, 3,    7249.46,   79.7,    1.0069
"N1141474", 12.47, 1,    7218.47,  -44.7,    1.0026, 0, 0, 0, 0, 0, 0, 0, 0
"M1047737", 12.47, 1,    7365.05,  -44.2,     1.023, 2,    7264.71, -166.8,     1.009, 3,    7437.64,   79.6,    1.0331
"M1026387", 12.47, 1,    7152.57,  -40.7,   0.99347, 0, 0, 0, 0, 0, 0, 0, 0
"M1166361", 12.47, 1,    7259.84,  -37.5,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"L2692661", 12.47, 1,    7259.67,  -37.5,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"M1047522", 12.47, 1,    7476.12,  -44.3,    1.0384, 2,    7476.18, -166.3,    1.0384, 3,     7441.7,   79.7,    1.0336
"N1136664", 12.47, 1,     7476.1,  -44.3,    1.0384, 0, 0, 0, 0, 0, 0, 0, 0
"M1026320", 12.47, 2,     7040.1, -162.0,   0.97785, 0, 0, 0, 0, 0, 0, 0, 0
"L2879079", 12.47, 2,    7039.99, -162.0,   0.97784, 0, 0, 0, 0, 0, 0, 0, 0
"M1047649", 12.47, 1,    7401.58,  -44.3,    1.0281, 2,    7374.84, -166.6,    1.0243, 3,    7418.46,   79.6,    1.0304
"L3216361", 12.47, 2,    7313.92, -167.1,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"M1125913", 12.47, 2,    7185.49, -159.2,   0.99805, 0, 0, 0, 0, 0, 0, 0, 0
"L3048209", 12.47, 2,    7121.94, -167.2,   0.98922, 0, 0, 0, 0, 0, 0, 0, 0
"L2896685", 12.47, 1,    6862.06,  -40.5,   0.95312, 2,    7044.39, -161.5,   0.97845, 3,    7446.66,   81.7,    1.0343
"L2748135", 12.47, 1,    7168.62,  -40.7,    0.9957, 0, 0, 0, 0, 0, 0, 0, 0
"L2767409", 12.47, 2,    7196.97, -159.0,   0.99964, 0, 0, 0, 0, 0, 0, 0, 0
"M1166400", 12.47, 3,     7385.6,   84.8,    1.0258, 0, 0, 0, 0, 0, 0, 0, 0
"M1047435", 12.47, 1,    7185.98,  -44.7,   0.99811, 0, 0, 0, 0, 0, 0, 0, 0
"L2970841", 12.47, 1,    7185.98,  -44.7,   0.99811, 0, 0, 0, 0, 0, 0, 0, 0
"L3091052", 12.47, 1,    7164.12,  -44.8,   0.99508, 0, 0, 0, 0, 0, 0, 0, 0
"N1137960", 12.47, 1,    7230.74,  -40.8,    1.0043, 2,    7174.05, -161.7,   0.99646, 3,    7410.11,   79.9,    1.0292
"M1047309", 12.47, 1,    7229.48,  -40.8,    1.0042, 2,    7172.02, -161.7,   0.99618, 3,    7409.67,   79.9,    1.0292
"L3215340", 12.47, 1,    7175.36,  -45.0,   0.99664, 0, 0, 0, 0, 0, 0, 0, 0
"193-51796", 12.47, 1,    6862.58,  -40.5,   0.95319, 0, 0, 0, 0, 0, 0, 0, 0
"M1069607", 12.47, 2,    7239.36, -165.4,    1.0055, 0, 0, 0, 0, 0, 0, 0, 0
"M1166398", 12.47, 3,    7392.32,   84.8,    1.0268, 0, 0, 0, 0, 0, 0, 0, 0
"L3142050", 12.47, 3,    7392.21,   84.8,    1.0268, 0, 0, 0, 0, 0, 0, 0, 0
"E184626", 12.47, 1,    7225.98,  -37.9,    1.0037, 2,    7275.36, -158.1,    1.0105, 3,    7477.71,   83.1,    1.0386
"M1166377", 12.47, 1,    7224.64,  -37.9,    1.0035, 2,    7274.28, -158.1,    1.0104, 3,    7477.46,   83.1,    1.0386
"L2989432", 12.47, 2,    7155.49, -167.0,   0.99388, 0, 0, 0, 0, 0, 0, 0, 0
"L3066830", 12.47, 2,    7155.05, -167.0,   0.99382, 0, 0, 0, 0, 0, 0, 0, 0
"M1209774", 12.47, 1,    7363.01,  -36.4,    1.0227, 2,     7380.2, -156.5,    1.0251, 3,    7506.23,   84.2,    1.0426
"M1026693", 12.47, 2,    7123.88, -167.2,   0.98949, 0, 0, 0, 0, 0, 0, 0, 0
"L2991916", 12.47, 2,    7123.68, -167.2,   0.98946, 0, 0, 0, 0, 0, 0, 0, 0
"M1069365", 12.47, 3,    7271.29,   78.8,      1.01, 0, 0, 0, 0, 0, 0, 0, 0
"L3235243", 12.47, 3,    7271.13,   78.8,    1.0099, 0, 0, 0, 0, 0, 0, 0, 0
"P827502", 12.47, 1,    7359.75,  -44.4,    1.0222, 0, 0, 0, 0, 0, 0, 0, 0
"M1026970", 12.47, 1,    7221.42,  -44.9,     1.003, 2,    7320.53, -167.1,    1.0168, 3,    7342.45,   79.4,    1.0198
"L3727712", 12.47, 1,    7358.89,  -44.4,    1.0221, 0, 0, 0, 0, 0, 0, 0, 0
"L3236011", 12.47, 2,    7164.37, -159.4,   0.99511, 0, 0, 0, 0, 0, 0, 0, 0
"L3198358", 12.47, 2,    7163.55, -159.4,     0.995, 0, 0, 0, 0, 0, 0, 0, 0
"M1108316", 12.47, 3,    7416.81,   81.6,    1.0302, 0, 0, 0, 0, 0, 0, 0, 0
"L2860486", 12.47, 3,    7390.59,   80.3,    1.0265, 0, 0, 0, 0, 0, 0, 0, 0
"M1027000", 12.47, 1,    7209.59,  -45.0,    1.0014, 2,    7313.28, -167.1,    1.0158, 3,     7329.8,   79.4,    1.0181
"L2916608", 12.47, 1,    7207.97,  -45.0,    1.0012, 2,    7312.46, -167.1,    1.0157, 3,    7327.99,   79.4,    1.0178
"M1108514", 12.47, 3,    7500.46,   80.9,    1.0418, 0, 0, 0, 0, 0, 0, 0, 0
"L2673300", 12.47, 2,    6985.92, -162.1,   0.97033, 0, 0, 0, 0, 0, 0, 0, 0
"N1139255", 12.47, 1,     7340.8,  -44.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0
"D6108141-1_INT", 12.47, 1,    7453.07,  -44.3,    1.0352, 2,    7458.23, -166.4,    1.0359, 3,    7427.43,   79.6,    1.0317
"E206209", 12.47, 1,    7452.93,  -44.3,    1.0352, 2,    7458.12, -166.4,    1.0359, 3,     7427.3,   79.6,    1.0316
"M1047521", 12.47, 1,       7457,  -44.3,    1.0358, 2,    7461.15, -166.4,    1.0363, 3,       7431,   79.6,    1.0321
"L3030126", 12.47, 3,    7455.45,   81.9,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
