Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN293471_SW,    1.29216,   -55.72,     1.4459,  -176.86,     1.4436,    64.94,          0,     0.00,   0.191779,   122.99,    1.29216,   124.28,     1.4459,     3.14,     1.4436,  -115.06,          0,     0.00,   0.191779,   -57.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5686080-1,     1.2921,   -55.71,    1.44584,  -176.85,    1.44356,    64.95,          0,     0.00,   0.191786,   122.99,    1.29216,   124.28,     1.4459,     3.14,     1.4436,  -115.06,          0,     0.00,   0.191779,   -57.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5502569-1,    24.4792,   -59.11,    59.4251,   178.01,    39.8462,    63.95,          0,     0.00,    33.8226,   150.11,    24.4798,   120.88,    59.4258,    -1.99,    39.8465,  -116.05,          0,     0.00,    33.8226,   -29.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653455-1,    2.33354,    66.48,          0,     0.00,          0,     0.00,          0,     0.00,    2.33354,    66.48,    2.33393,  -113.55,          0,     0.00,          0,     0.00,          0,     0.00,    2.33393,  -113.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683826-1,    12.3879,   -59.61,          0,     0.00,          0,     0.00,          0,     0.00,    12.3879,   -59.61,    12.3886,   120.38,          0,     0.00,          0,     0.00,          0,     0.00,    12.3886,   120.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5562926-1,    7.14883,   -59.79,          0,     0.00,          0,     0.00,          0,     0.00,    7.14883,   -59.79,    7.14919,   120.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.14919,   120.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6048524-1,    3.49646,    69.75,          0,     0.00,          0,     0.00,          0,     0.00,    3.49646,    69.75,    3.49676,  -110.26,          0,     0.00,          0,     0.00,          0,     0.00,    3.49676,  -110.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6229802-1,    21.7402,   -59.61,          0,     0.00,          0,     0.00,          0,     0.00,    21.7402,   -59.61,    21.7406,   120.39,          0,     0.00,          0,     0.00,          0,     0.00,    21.7406,   120.39,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5473439-1,    3.42323,   -53.44,          0,     0.00,          0,     0.00,          0,     0.00,    3.42323,   -53.44,    3.42358,   126.54,          0,     0.00,          0,     0.00,          0,     0.00,    3.42358,   126.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5989329-1,    3.73193,    67.90,          0,     0.00,          0,     0.00,          0,     0.00,    3.73193,    67.90,    3.73196,  -112.10,          0,     0.00,          0,     0.00,          0,     0.00,    3.73196,  -112.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017287-1,    4.42218,    64.19,          0,     0.00,          0,     0.00,          0,     0.00,    4.42218,    64.19,    4.42249,  -115.82,          0,     0.00,          0,     0.00,          0,     0.00,    4.42249,  -115.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5473438-1,   0.782185,   -53.29,          0,     0.00,          0,     0.00,          0,     0.00,   0.782185,   -53.29,   0.782861,   126.52,          0,     0.00,          0,     0.00,          0,     0.00,   0.782861,   126.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6260930-1,    1.43417,    67.12,          0,     0.00,          0,     0.00,          0,     0.00,    1.43417,    67.12,    1.43436,  -112.91,          0,     0.00,          0,     0.00,          0,     0.00,    1.43436,  -112.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6228303-1,    27.8869,   179.61,          0,     0.00,          0,     0.00,          0,     0.00,    27.8869,   179.61,     27.887,    -0.40,          0,     0.00,          0,     0.00,          0,     0.00,     27.887,    -0.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5742836-1,    18.2355,   -59.79,    3.35688,   178.14,  0.0160849,   164.94,          0,     0.00,    16.6883,   -69.65,     18.236,   120.20,    3.35738,    -1.89,  0.0144334,   -15.06,          0,     0.00,    16.6883,   110.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6318768-1,    30.9515,   -55.31,    41.6914,  -176.49,    11.5519,    66.96,          0,     0.00,    26.0949,  -138.27,    30.9521,   124.69,    41.6921,     3.50,    11.5523,  -113.05,          0,     0.00,    26.0949,    41.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472384-3,   0.774031,   -58.05,          0,     0.00,          0,     0.00,          0,     0.00,   0.774031,   -58.05,    0.77426,   121.89,          0,     0.00,          0,     0.00,          0,     0.00,    0.77426,   121.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6411388-1,    2.73537,   -55.67,          0,     0.00,          0,     0.00,          0,     0.00,    2.73537,   -55.67,    2.73545,   124.32,          0,     0.00,          0,     0.00,          0,     0.00,    2.73545,   124.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6108128-2,    0.86247,    64.61,          0,     0.00,          0,     0.00,          0,     0.00,    0.86247,    64.61,   0.862497,  -115.40,          0,     0.00,          0,     0.00,          0,     0.00,   0.862497,  -115.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6229807-1,    60.0573,   -12.80,    83.6736,  -147.86,    43.9854,   136.05,          0,     0.00,    51.7359,  -148.16,    60.0559,   167.20,    83.6729,    32.14,    43.9826,   -43.95,          0,     0.00,    51.7359,    31.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5654466-1,    556.817,   -42.63,    540.399,  -164.01,    466.791,    83.24,          0,     0.00,     83.071,  -131.27,    556.817,   137.37,    540.399,    15.99,    466.791,   -96.77,          0,     0.00,    83.0711,    48.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6229792-1,   0.877146,    64.33,          0,     0.00,          0,     0.00,          0,     0.00,   0.877146,    64.33,   0.877465,  -115.75,          0,     0.00,          0,     0.00,          0,     0.00,   0.877465,  -115.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5958700-3,    2.79434,   -57.17,          0,     0.00,          0,     0.00,          0,     0.00,    2.79434,   -57.17,    2.79476,   122.80,          0,     0.00,          0,     0.00,          0,     0.00,    2.79476,   122.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6047606-1,    3.17361,    65.00,          0,     0.00,          0,     0.00,          0,     0.00,    3.17361,    65.00,    3.17376,  -115.01,          0,     0.00,          0,     0.00,          0,     0.00,    3.17376,  -115.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5562961-1,   0.881337,    66.46,          0,     0.00,          0,     0.00,          0,     0.00,   0.881337,    66.46,   0.881619,  -113.61,          0,     0.00,          0,     0.00,          0,     0.00,   0.881619,  -113.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6298585-2,     24.581,   -59.10,     71.753,   178.10,    8.96363,    64.83,          0,     0.00,     56.287,  -169.14,     24.581,   120.90,    71.7531,    -1.90,    8.96364,  -115.17,          0,     0.00,     56.287,    10.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6169250-1,    28.7767,   -59.88,    15.7156,   178.04,    22.2556,    64.48,          0,     0.00,    9.35262,   -27.14,    28.7771,   120.12,    15.7161,    -1.97,    22.2558,  -115.52,          0,     0.00,    9.35265,   152.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6167751-3,    13.0357,   -59.77,          0,     0.00,          0,     0.00,          0,     0.00,    13.0357,   -59.77,     13.036,   120.22,          0,     0.00,          0,     0.00,          0,     0.00,     13.036,   120.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6900591-28,    15.4364,   -59.71,          0,     0.00,          0,     0.00,          0,     0.00,    15.4364,   -59.71,    15.4364,   120.29,          0,     0.00,          0,     0.00,          0,     0.00,    15.4364,   120.29,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5775370-1,    24.6921,    69.90,          0,     0.00,          0,     0.00,          0,     0.00,    24.6921,    69.90,    24.6924,  -110.10,          0,     0.00,          0,     0.00,          0,     0.00,    24.6924,  -110.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5502530-1,    37.2531,   177.90,          0,     0.00,          0,     0.00,          0,     0.00,    37.2531,   177.90,    37.2534,    -2.10,          0,     0.00,          0,     0.00,          0,     0.00,    37.2534,    -2.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5895775-1,    16.2535,    64.37,          0,     0.00,          0,     0.00,          0,     0.00,    16.2535,    64.37,    16.2541,  -115.64,          0,     0.00,          0,     0.00,          0,     0.00,    16.2541,  -115.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6352699-1,     20.028,   -59.75,    40.7937,   177.87,    14.5952,    64.63,          0,     0.00,    24.5588,  -173.92,     20.028,   120.25,    40.7938,    -2.13,    14.5952,  -115.37,          0,     0.00,    24.5587,     6.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5714057-1,    14.3623,   -59.84,          0,     0.00,          0,     0.00,          0,     0.00,    14.3623,   -59.84,    14.3624,   120.15,          0,     0.00,          0,     0.00,          0,     0.00,    14.3624,   120.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5739003-1,    3.36518,   -59.89,          0,     0.00,          0,     0.00,          0,     0.00,    3.36518,   -59.89,    3.36545,   120.09,          0,     0.00,          0,     0.00,          0,     0.00,    3.36545,   120.09,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6169266-1,    2.16898,   179.34,          0,     0.00,          0,     0.00,          0,     0.00,    2.16898,   179.34,    2.16914,    -0.67,          0,     0.00,          0,     0.00,          0,     0.00,    2.16914,    -0.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5774450-1,    1.95245,   -58.43,          0,     0.00,          0,     0.00,          0,     0.00,    1.95245,   -58.43,    1.95288,   121.52,          0,     0.00,          0,     0.00,          0,     0.00,    1.95288,   121.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
